sigD2 ep delsig delep x y z dn_p90 dn_p75 dn_p50 dn_mean dn_p25 dn_p10 dn_std dn_num dn_sum dp_p90 dp_p75 dp_p50 dp_mean dp_p25 dp_p10 dp_std dp_num dp_sum cur_p90 cur_p75 cur_p50 cur_mean cur_p25 cur_p10 cur_std cur_num cur_sum 

41 0.0064704 38 0.0060617 2.6 3.4375 3 0.42086 0.34165 0.10404 0.17588 0.028075 0.0027529 0.21811 3 0.52765 0.66137 0.57468 0.39864 0.39223 0.21576 0.14585 0.20917 7 2.7456 0.27494 0.20754 0.095293 0.12561 0.065804 0.024706 0.09575 10 1.2561 
41 0.0064704 38 0.0060617 2.6 3.4375 3.5 0.96955 0.71177 0.20398 0.37126 0.041472 0.0024579 0.41446 5 1.8563 0.87159 0.71885 0.48456 0.49358 0.25019 0.16461 0.27245 12 5.9229 0.23978 0.15028 0.063101 0.10449 0.039577 0.013164 0.099483 17 1.7764 
41 0.0064704 38 0.0060617 2.6 3.4375 4 0.75248 0.5659 0.32264 0.35575 0.11545 0.044311 0.28393 10 3.5575 0.70869 0.48411 0.37424 0.33789 0.10055 0.033384 0.25703 8 2.7031 0.22997 0.17476 0.11125 0.11664 0.049131 0.026071 0.075997 18 2.0996 
41 0.0064704 38 0.0060617 2.6 3.4375 4.5 0.81922 0.59587 0.42846 0.43706 0.33594 0.05981 0.24104 15 6.5559 0.070759 0.070759 0.042333 0.042333 0.013908 0.013908 0.040199 2 0.084667 0.19943 0.17432 0.10581 0.12954 0.081683 0.04746 0.076987 17 2.2022 
41 0.0064704 38 0.0060617 2.6 3.4375 5 0.92195 0.82552 0.65 0.63619 0.4437 0.35011 0.21745 12 7.6343 0.43231 0.41 0.3675 0.35744 0.30487 0.26243 0.072228 4 1.4298 0.12813 0.060878 0.044777 0.055996 0.023513 0.0030555 0.052658 16 0.89593 
41 0.0064704 38 0.0060617 2.6 3.4375 5.5 0.99978 0.90318 0.73238 0.68615 0.54286 0.28102 0.26096 17 11.6646 0 0 0 0 0 0 0 0 0 0.11093 0.061044 0.022666 0.047352 0.017383 0.013373 0.056149 17 0.80499 
41 0.0064704 38 0.0060617 2.6 3.4375 6 0.98963 0.82375 0.68296 0.63544 0.45822 0.34104 0.26554 17 10.8025 0.038893 0.038893 0.038893 0.038893 0.038893 0.038893 0 1 0.038893 0.085333 0.041043 0.020615 0.037488 0.013357 0.0078639 0.043383 18 0.67479 
41 0.0064704 38 0.0060617 2.6 3.4375 6.5 1.0295 0.90139 0.74631 0.75274 0.61412 0.57374 0.19172 14 10.5384 0.25163 0.2048 0.064294 0.11547 0.038933 0.030479 0.11913 3 0.34641 0.18795 0.12232 0.047548 0.076961 0.027087 0.012047 0.067263 17 1.3083 
41 0.0064704 38 0.0060617 2.6 3.4375 7 0.90252 0.85629 0.734 0.69099 0.59243 0.34706 0.21273 8 5.5279 0.76716 0.76716 0.76716 0.76716 0.76716 0.76716 0 1 0.76716 0.048426 0.035196 0.028141 0.024815 0.0073165 0.0056391 0.017251 9 0.22334 
